Comments,Surrounding Code Context,Class,Source,Intended_Label
/* quick hack 437 */,"-7.   int* create_array(int size) {
-6.       int *arr = malloc(size * sizeof(int));
-5.       if(arr == NULL) return NULL;
-4.       return arr;
-3.   }",Not Useful,Rule_Generated,Not Useful
/* Function to process array elements by doubling values */,"-1.   FILE* open_file(const char* filename) {
0.       FILE *fp = fopen(filename, ""r"");
1.       if(fp == NULL) printf(""Error\n"");
2.       return fp;
3.   }",Useful,Rule_Generated,Useful
// Purpose: Allocate memory for array of given size,"-7.   int string_length(char *str) {
-6.       int count = 0;
-5.       while(str[count] != '\0') count++;
-4.       return count;
-3.   }",Useful,Rule_Generated,Useful
/* temp fix 614 */,"-8.   void swap_values(int *a, int *b) {
-7.       int temp = *a;
-6.       *a = *b;
-5.       *b = temp;
-4.   }",Not Useful,Rule_Generated,Not Useful
// remove this,"-9.   int string_length(char *str) {
-8.       int count = 0;
-7.       while(str[count] != '\0') count++;
-6.       return count;
-5.   }",Not Useful,Rule_Generated,Not Useful
/* TODO: FIX LATER */,"-8.   void process_array(int arr[], int size) {
-7.       for(int i = 0; i < size; i++) {
-6.           arr[i] = arr[i] * 2;
-5.       }
-4.   }",Not Useful,Rule_Generated,Not Useful
// placeholder,"-4.   void swap_values(int *a, int *b) {
-3.       int temp = *a;
-2.       *a = *b;
-1.       *b = temp;
0.   }",Not Useful,Rule_Generated,Not Useful
// Purpose: Free allocated memory to prevent leaks,"-1.   void process_array(int arr[], int size) {
0.       for(int i = 0; i < size; i++) {
1.           arr[i] = arr[i] * 2;
2.       }
3.   }",Useful,Rule_Generated,Useful
/* Validate input parameters for safety */,"-5.   FILE* open_file(const char* filename) {
-4.       FILE *fp = fopen(filename, ""r"");
-3.       if(fp == NULL) printf(""Error\n"");
-2.       return fp;
-1.   }",Useful,Rule_Generated,Useful
/* This function validate input parameters for safety */,"-2.   int calculate_sum(int a, int b) {
-1.       int result = a + b;
0.       return result;
1.   }",Useful,Rule_Generated,Useful
/* placeholder */,"-8.   void process_array(int arr[], int size) {
-7.       for(int i = 0; i < size; i++) {
-6.           arr[i] = arr[i] * 2;
-5.       }
-4.   }",Not Useful,Rule_Generated,Not Useful
// TODO: debugging,"-7.   int string_length(char *str) {
-6.       int count = 0;
-5.       while(str[count] != '\0') count++;
-4.       return count;
-3.   }",Not Useful,Rule_Generated,Not Useful
// Purpose: Free allocated memory to prevent leaks,"-3.   int calculate_sum(int a, int b) {
-2.       int result = a + b;
-1.       return result;
0.   }",Useful,Rule_Generated,Useful
// Purpose: Free allocated memory to prevent leaks,"-1.   int* create_array(int size) {
0.       int *arr = malloc(size * sizeof(int));
1.       if(arr == NULL) return NULL;
2.       return arr;
3.   }",Useful,Rule_Generated,Useful
/* Function to initialize variables to default values */,"-6.   int string_length(char *str) {
-5.       int count = 0;
-4.       while(str[count] != '\0') count++;
-3.       return count;
-2.   }",Useful,Rule_Generated,Useful
// Purpose: Calculate the sum of two integers,"-7.   int calculate_sum(int a, int b) {
-6.       int result = a + b;
-5.       return result;
-4.   }",Useful,Rule_Generated,Useful
// Purpose: Allocate memory for array of given size,"-9.   void swap_values(int *a, int *b) {
-8.       int temp = *a;
-7.       *a = *b;
-6.       *b = temp;
-5.   }",Useful,Rule_Generated,Useful
// TODO: fix later,"-6.   int calculate_sum(int a, int b) {
-5.       int result = a + b;
-4.       return result;
-3.   }",Not Useful,Rule_Generated,Not Useful
// TODO: old version,"-4.   int string_length(char *str) {
-3.       int count = 0;
-2.       while(str[count] != '\0') count++;
-1.       return count;
0.   }",Not Useful,Rule_Generated,Not Useful
/* Calculate string length without using strlen */,"-9.   int* create_array(int size) {
-8.       int *arr = malloc(size * sizeof(int));
-7.       if(arr == NULL) return NULL;
-6.       return arr;
-5.   }",Useful,Rule_Generated,Useful
// placeholder,"-2.   void process_array(int arr[], int size) {
-1.       for(int i = 0; i < size; i++) {
0.           arr[i] = arr[i] * 2;
1.       }
2.   }",Not Useful,Rule_Generated,Not Useful
/* UNUSED */,"-10.   int calculate_sum(int a, int b) {
-9.       int result = a + b;
-8.       return result;
-7.   }",Not Useful,Rule_Generated,Not Useful
// TODO: temporary,"-2.   int* create_array(int size) {
-1.       int *arr = malloc(size * sizeof(int));
0.       if(arr == NULL) return NULL;
1.       return arr;
2.   }",Not Useful,Rule_Generated,Not Useful
/* temporary */,"-8.   void swap_values(int *a, int *b) {
-7.       int temp = *a;
-6.       *a = *b;
-5.       *b = temp;
-4.   }",Not Useful,Rule_Generated,Not Useful
// Open file in read mode with error checking,"-4.   int calculate_sum(int a, int b) {
-3.       int result = a + b;
-2.       return result;
-1.   }",Useful,Rule_Generated,Useful
/* This function check for null pointer before access */,"-9.   int calculate_sum(int a, int b) {
-8.       int result = a + b;
-7.       return result;
-6.   }",Useful,Rule_Generated,Useful
// Purpose: Calculate the sum of two integers,"-10.   int string_length(char *str) {
-9.       int count = 0;
-8.       while(str[count] != '\0') count++;
-7.       return count;
-6.   }",Useful,Rule_Generated,Useful
// Calculate the sum of two integers,"-7.   int* create_array(int size) {
-6.       int *arr = malloc(size * sizeof(int));
-5.       if(arr == NULL) return NULL;
-4.       return arr;
-3.   }",Useful,Rule_Generated,Useful
/* Function to validate input parameters for safety */,"-6.   FILE* open_file(const char* filename) {
-5.       FILE *fp = fopen(filename, ""r"");
-4.       if(fp == NULL) printf(""Error\n"");
-3.       return fp;
-2.   }",Useful,Rule_Generated,Useful
// temporary,"-1.   FILE* open_file(const char* filename) {
0.       FILE *fp = fopen(filename, ""r"");
1.       if(fp == NULL) printf(""Error\n"");
2.       return fp;
3.   }",Not Useful,Rule_Generated,Not Useful
/* Function to initialize variables to default values */,"-2.   int string_length(char *str) {
-1.       int count = 0;
0.       while(str[count] != '\0') count++;
1.       return count;
2.   }",Useful,Rule_Generated,Useful
/* This function initialize variables to default values */,"-10.   void swap_values(int *a, int *b) {
-9.       int temp = *a;
-8.       *a = *b;
-7.       *b = temp;
-6.   }",Useful,Rule_Generated,Useful
// TODO: temp fix,"-10.   int* create_array(int size) {
-9.       int *arr = malloc(size * sizeof(int));
-8.       if(arr == NULL) return NULL;
-7.       return arr;
-6.   }",Not Useful,Rule_Generated,Not Useful
/* old version 252 */,"-5.   FILE* open_file(const char* filename) {
-4.       FILE *fp = fopen(filename, ""r"");
-3.       if(fp == NULL) printf(""Error\n"");
-2.       return fp;
-1.   }",Not Useful,Rule_Generated,Not Useful
// temporary,"-8.   int* create_array(int size) {
-7.       int *arr = malloc(size * sizeof(int));
-6.       if(arr == NULL) return NULL;
-5.       return arr;
-4.   }",Not Useful,Rule_Generated,Not Useful
// TODO: test code,"-8.   void swap_values(int *a, int *b) {
-7.       int temp = *a;
-6.       *a = *b;
-5.       *b = temp;
-4.   }",Not Useful,Rule_Generated,Not Useful
// Initialize variables to default values,"-2.   int* create_array(int size) {
-1.       int *arr = malloc(size * sizeof(int));
0.       if(arr == NULL) return NULL;
1.       return arr;
2.   }",Useful,Rule_Generated,Useful
// TODO: temp fix,"-7.   void swap_values(int *a, int *b) {
-6.       int temp = *a;
-5.       *a = *b;
-4.       *b = temp;
-3.   }",Not Useful,Rule_Generated,Not Useful
/* Function to calculate the sum of two integers */,"-9.   void swap_values(int *a, int *b) {
-8.       int temp = *a;
-7.       *a = *b;
-6.       *b = temp;
-5.   }",Useful,Rule_Generated,Useful
// Allocate memory for array of given size,"-1.   int* create_array(int size) {
0.       int *arr = malloc(size * sizeof(int));
1.       if(arr == NULL) return NULL;
2.       return arr;
3.   }",Useful,Rule_Generated,Useful
// Check for null pointer before access,"-2.   FILE* open_file(const char* filename) {
-1.       FILE *fp = fopen(filename, ""r"");
0.       if(fp == NULL) printf(""Error\n"");
1.       return fp;
2.   }",Useful,Rule_Generated,Useful
// Open file in read mode with error checking,"-6.   void swap_values(int *a, int *b) {
-5.       int temp = *a;
-4.       *a = *b;
-3.       *b = temp;
-2.   }",Useful,Rule_Generated,Useful
/* TEMPORARY */,"-9.   int string_length(char *str) {
-8.       int count = 0;
-7.       while(str[count] != '\0') count++;
-6.       return count;
-5.   }",Not Useful,Rule_Generated,Not Useful
/* temporary 665 */,"-7.   int string_length(char *str) {
-6.       int count = 0;
-5.       while(str[count] != '\0') count++;
-4.       return count;
-3.   }",Not Useful,Rule_Generated,Not Useful
/* placeholder 764 */,"-4.   void swap_values(int *a, int *b) {
-3.       int temp = *a;
-2.       *a = *b;
-1.       *b = temp;
0.   }",Not Useful,Rule_Generated,Not Useful
// TODO: placeholder,"-6.   void swap_values(int *a, int *b) {
-5.       int temp = *a;
-4.       *a = *b;
-3.       *b = temp;
-2.   }",Not Useful,Rule_Generated,Not Useful
/* temporary 479 */,"-3.   int calculate_sum(int a, int b) {
-2.       int result = a + b;
-1.       return result;
0.   }",Not Useful,Rule_Generated,Not Useful
/* Swap two integer values using pointers */,"-10.   int* create_array(int size) {
-9.       int *arr = malloc(size * sizeof(int));
-8.       if(arr == NULL) return NULL;
-7.       return arr;
-6.   }",Useful,Rule_Generated,Useful
// quick hack,"-2.   void swap_values(int *a, int *b) {
-1.       int temp = *a;
0.       *a = *b;
1.       *b = temp;
2.   }",Not Useful,Rule_Generated,Not Useful
// draft code,"-7.   void swap_values(int *a, int *b) {
-6.       int temp = *a;
-5.       *a = *b;
-4.       *b = temp;
-3.   }",Not Useful,Rule_Generated,Not Useful
// TODO: quick hack,"-2.   int* create_array(int size) {
-1.       int *arr = malloc(size * sizeof(int));
0.       if(arr == NULL) return NULL;
1.       return arr;
2.   }",Not Useful,Rule_Generated,Not Useful
/* TODO: fix later 850 */,"-3.   int string_length(char *str) {
-2.       int count = 0;
-1.       while(str[count] != '\0') count++;
0.       return count;
1.   }",Not Useful,Rule_Generated,Not Useful
/* TODO: fix later */,"-8.   void process_array(int arr[], int size) {
-7.       for(int i = 0; i < size; i++) {
-6.           arr[i] = arr[i] * 2;
-5.       }
-4.   }",Not Useful,Rule_Generated,Not Useful
/* Calculate the sum of two integers */,"-10.   FILE* open_file(const char* filename) {
-9.       FILE *fp = fopen(filename, ""r"");
-8.       if(fp == NULL) printf(""Error\n"");
-7.       return fp;
-6.   }",Useful,Rule_Generated,Useful
// Allocate memory for array of given size,"-8.   int* create_array(int size) {
-7.       int *arr = malloc(size * sizeof(int));
-6.       if(arr == NULL) return NULL;
-5.       return arr;
-4.   }",Useful,Rule_Generated,Useful
/* REMOVE THIS */,"-7.   int calculate_sum(int a, int b) {
-6.       int result = a + b;
-5.       return result;
-4.   }",Not Useful,Rule_Generated,Not Useful
/* temp fix */,"-1.   int string_length(char *str) {
0.       int count = 0;
1.       while(str[count] != '\0') count++;
2.       return count;
3.   }",Not Useful,Rule_Generated,Not Useful
/* TEST CODE */,"-2.   int calculate_sum(int a, int b) {
-1.       int result = a + b;
0.       return result;
1.   }",Not Useful,Rule_Generated,Not Useful
// TODO: test code,"-6.   int string_length(char *str) {
-5.       int count = 0;
-4.       while(str[count] != '\0') count++;
-3.       return count;
-2.   }",Not Useful,Rule_Generated,Not Useful
// Free allocated memory to prevent leaks,"-9.   void process_array(int arr[], int size) {
-8.       for(int i = 0; i < size; i++) {
-7.           arr[i] = arr[i] * 2;
-6.       }
-5.   }",Useful,Rule_Generated,Useful
// TODO: remove this,"-7.   void process_array(int arr[], int size) {
-6.       for(int i = 0; i < size; i++) {
-5.           arr[i] = arr[i] * 2;
-4.       }
-3.   }",Not Useful,Rule_Generated,Not Useful
// unused,"-5.   int calculate_sum(int a, int b) {
-4.       int result = a + b;
-3.       return result;
-2.   }",Not Useful,Rule_Generated,Not Useful
